x            y_obs        weight       y_calc       y_bkg        
21.73        1.0          1.0          2.992        1.0          
21.74        4.0          0.25         2.997        1.0          
21.75        2.0          0.5          3.002        1.0          
21.76        4.015        0.24908      3.007        1.0          
21.77        3.0          0.33333      3.013        1.0          
21.78        5.0          0.2          3.018        1.0          
21.79        -0.954       1.0          3.023        1.0          
21.8         6.057        0.1651       3.028        1.0          
21.81        0.0          1.0          3.034        1.0          
21.82        3.078        0.32486      3.039        1.0          
21.83        2.089        0.47871      3.044        1.0          
21.84        4.1          0.24392      3.05         1.0          
21.85        2.0          0.5          3.055        1.0          
21.86        3.121        0.32037      3.061        1.0          
21.87        0.132        7.55541      3.066        1.0          
21.88        5.0          0.2          3.072        1.0          
21.89        2.0          0.5          3.077        1.0          
21.9         4.0          0.25         3.083        1.0          
21.91        2.0          0.5          3.088        1.0          
21.92        5.0          0.2          3.094        1.0          
21.93        3.0          0.33333      3.099        1.0          
21.94        4.21         0.23753      3.105        1.0          
21.95        1.221        0.81877      3.111        1.0          
21.96        4.0          0.25         3.116        1.0          
21.97        3.0          0.33333      3.122        1.0          
21.98        4.0          0.25         3.128        1.0          
21.99        3.0          0.33333      3.133        1.0          
22.0         4.278        0.23373      3.139        1.0          
22.01        0.29         3.44757      3.145        1.0          
22.02        5.302        0.18862      3.151        1.0          
22.03        2.0          0.5          3.157        1.0          
22.04        3.325        0.30074      3.163        1.0          
22.05        3.0          0.33333      3.168        1.0          
22.06        4.0          0.25         3.174        1.0          
22.07        0.0          1.0          3.18         1.0          
22.08        4.0          0.25         3.186        1.0          
22.09        2.384        0.41938      3.192        1.0          
22.1         4.396        0.22746      3.198        1.0          
22.11        1.0          1.0          3.204        1.0          
22.12        6.421        0.15575      3.21         1.0          
22.13        2.0          0.5          3.216        1.0          
22.14        5.0          0.2          3.223        1.0          
22.15        0.457        2.18634      3.229        1.0          
22.16        4.0          0.25         3.235        1.0          
22.17        2.0          0.5          3.241        1.0          
22.18        5.0          0.2          3.247        1.0          
22.19        3.0          0.33333      3.254        1.0          
22.2         3.52         0.28412      3.26         1.0          
22.21        2.0          0.5          3.266        1.0          
22.22        5.0          0.2          3.272        1.0          
22.23        3.0          0.33333      3.279        1.0          
22.24        3.57         0.28008      3.285        1.0          
22.25        3.0          0.33333      3.292        1.0          
22.26        5.596        0.17869      3.298        1.0          
22.27        3.0          0.33333      3.305        1.0          
22.28        7.0          0.14286      3.311        1.0          
22.29        2.635        0.37949      3.318        1.0          
22.3         5.648        0.17705      3.324        1.0          
22.31        1.661        0.60189      3.331        1.0          
22.32        6.0          0.16667      3.337        1.0          
22.33        2.0          0.5          3.344        1.0          
22.34        4.0          0.25         3.351        1.0          
22.35        2.715        0.36836      3.357        1.0          
22.36        4.0          0.25         3.364        1.0          
22.37        1.0          1.0          3.371        1.0          
22.38        5.755        0.17375      3.378        1.0          
22.39        2.0          0.5          3.384        1.0          
22.4         5.783        0.17293      3.391        1.0          
22.41        2.796        0.35759      3.398        1.0          
22.42        4.81         0.20789      3.405        1.0          
22.43        0.0          1.0          3.412        1.0          
22.44        3.838        0.26054      3.419        1.0          
22.45        1.852        0.5399       3.426        1.0          
22.46        4.0          0.25         3.433        1.0          
22.47        2.0          0.5          3.44         1.0          
22.48        5.0          0.2          3.447        1.0          
22.49        3.0          0.33333      3.454        1.0          
22.5         5.0          0.2          3.462        1.0          
22.51        1.938        0.51607      3.469        1.0          
22.52        5.0          0.2          3.476        1.0          
22.53        2.967        0.33707      3.483        1.0          
22.54        4.0          0.25         3.491        1.0          
22.55        1.0          1.0          3.498        1.0          
22.56        4.011        0.24933      3.505        1.0          
22.57        1.026        0.97504      3.513        1.0          
22.58        5.04         0.19839      3.52         1.0          
22.59        2.0          0.5          3.528        1.0          
22.6         5.0          0.2          3.535        1.0          
22.61        3.086        0.32409      3.543        1.0          
22.62        12.0         0.08333      3.55         1.0          
22.63        3.0          0.33333      3.558        1.0          
22.64        8.0          0.125        3.566        1.0          
22.65        1.0          1.0          3.573        1.0          
22.66        4.162        0.24026      3.581        1.0          
22.67        2.178        0.45922      3.589        1.0          
22.68        5.193        0.19256      3.597        1.0          
22.69        2.0          0.5          3.604        1.0          
22.7         6.0          0.16667      3.612        1.0          
22.71        3.0          0.33333      3.62         1.0          
22.72        4.256        0.23495      3.628        1.0          
22.73        3.0          0.33333      3.636        1.0          
22.74        4.0          0.25         3.644        1.0          
22.75        2.0          0.5          3.652        1.0          
22.76        5.321        0.18795      3.66         1.0          
22.77        1.337        0.74802      3.668        1.0          
22.78        4.0          0.25         3.677        1.0          
22.79        3.37         0.29677      3.685        1.0          
22.8         4.386        0.22799      3.693        1.0          
22.81        1.403        0.71291      3.701        1.0          
22.82        5.0          0.2          3.71         1.0          
22.83        1.436        0.69633      3.718        1.0          
22.84        6.453        0.15497      3.726        1.0          
22.85        2.0          0.5          3.735        1.0          
22.86        5.487        0.18226      3.743        1.0          
22.87        2.0          0.5          3.752        1.0          
22.88        4.0          0.25         3.761        1.0          
22.89        3.538        0.28263      3.769        1.0          
22.9         4.556        0.21951      3.778        1.0          
22.91        2.573        0.38866      3.786        1.0          
22.92        7.59         0.13174      3.795        1.0          
22.93        3.0          0.33333      3.804        1.0          
22.94        7.0          0.14286      3.813        1.0          
22.95        3.0          0.33333      3.822        1.0          
22.96        7.0          0.14286      3.831        1.0          
22.97        3.679        0.2718       3.84         1.0          
22.98        4.697        0.21289      3.849        1.0          
22.99        2.0          0.5          3.858        1.0          
23.0         5.0          0.2          3.867        1.0          
23.01        3.752        0.26654      3.876        1.0          
23.02        4.77         0.20964      3.885        1.0          
23.03        3.789        0.26395      3.894        1.0          
23.04        4.0          0.25         3.904        1.0          
23.05        2.826        0.35389      3.913        1.0          
23.06        4.0          0.25         3.922        1.0          
23.07        3.863        0.25885      3.932        1.0          
23.08        4.882        0.20483      3.941        1.0          
23.09        3.901        0.25633      3.951        1.0          
23.1         5.92         0.16891      3.96         1.0          
23.11        3.94         0.25384      3.97         1.0          
23.12        6.959        0.1437       3.979        1.0          
23.13        2.0          0.5          3.989        1.0          
23.14        6.998        0.1429       3.999        1.0          
23.15        3.0          0.33333      4.009        1.0          
23.16        8.0          0.125        4.019        1.0          
23.17        3.0          0.33333      4.028        1.0          
23.18        5.0          0.2          4.038        1.0          
23.19        1.0          1.0          4.048        1.0          
23.2         7.0          0.14286      4.058        1.0          
23.21        3.0          0.33333      4.069        1.0          
23.22        6.157        0.16241      4.079        1.0          
23.23        1.0          1.0          4.089        1.0          
23.24        6.198        0.16134      4.099        1.0          
23.25        1.0          1.0          4.109        1.0          
23.26        6.0          0.16667      4.12         1.0          
23.27        3.0          0.33333      4.13         1.0          
23.28        4.281        0.23357      4.141        1.0          
23.29        0.302        3.30664      4.151        1.0          
23.3         6.0          0.16667      4.162        1.0          
23.31        3.0          0.33333      4.172        1.0          
23.32        6.366        0.15708      4.183        1.0          
23.33        3.388        0.29518      4.194        1.0          
23.34        8.0          0.125        4.205        1.0          
23.35        3.0          0.33333      4.216        1.0          
23.36        6.453        0.15497      4.226        1.0          
23.37        4.0          0.25         4.237        1.0          
23.38        5.0          0.2          4.248        1.0          
23.39        1.0          1.0          4.26         1.0          
23.4         5.541        0.18046      4.271        1.0          
23.41        0.564        1.77367      4.282        1.0          
23.42        5.586        0.17901      4.293        1.0          
23.43        2.0          0.5          4.304        1.0          
23.44        6.632        0.15079      4.316        1.0          
23.45        3.0          0.33333      4.327        1.0          
23.46        6.0          0.16667      4.339        1.0          
23.47        3.0          0.33333      4.35         1.0          
23.48        5.724        0.1747       4.362        1.0          
23.49        3.0          0.33333      4.374        1.0          
23.5         7.0          0.14286      4.386        1.0          
23.51        2.0          0.5          4.397        1.0          
23.52        6.0          0.16667      4.409        1.0          
23.53        3.842        0.26026      4.421        1.0          
23.54        6.0          0.16667      4.433        1.0          
23.55        3.891        0.25704      4.445        1.0          
23.56        4.915        0.20347      4.457        1.0          
23.57        2.939        0.34022      4.47         1.0          
23.58        6.0          0.16667      4.482        1.0          
23.59        2.0          0.5          4.494        1.0          
23.6         6.0          0.16667      4.507        1.0          
23.61        0.038        26.12296     4.519        1.0          
23.62        5.063        0.1975       4.532        1.0          
23.63        4.089        0.24458      4.544        1.0          
23.64        5.0          0.2          4.557        1.0          
23.65        3.0          0.33333      4.57         1.0          
23.66        6.0          0.16667      4.583        1.0          
23.67        4.0          0.25         4.595        1.0          
23.68        8.0          0.125        4.608        1.0          
23.69        3.243        0.30835      4.622        1.0          
23.7         7.269        0.13757      4.635        1.0          
23.71        3.296        0.30343      4.648        1.0          
23.72        6.322        0.15817      4.661        1.0          
23.73        3.349        0.29861      4.674        1.0          
23.74        6.376        0.15685      4.688        1.0          
23.75        4.403        0.22713      4.701        1.0          
23.76        5.0          0.2          4.715        1.0          
23.77        4.457        0.22436      4.729        1.0          
23.78        7.485        0.13361      4.742        1.0          
23.79        4.512        0.22162      4.756        1.0          
23.8         5.0          0.2          4.77         1.0          
23.81        3.568        0.28028      4.784        1.0          
23.82        5.0          0.2          4.798        1.0          
23.83        2.624        0.38108      4.812        1.0          
23.84        7.653        0.13068      4.826        1.0          
23.85        3.681        0.27166      4.841        1.0          
23.86        5.71         0.17514      4.855        1.0          
23.87        3.739        0.26747      4.869        1.0          
23.88        5.0          0.2          4.884        1.0          
23.89        0.797        1.25479      4.898        1.0          
23.9         5.0          0.2          4.913        1.0          
23.91        4.0          0.25         4.928        1.0          
23.92        5.886        0.16991      4.943        1.0          
23.93        3.0          0.33333      4.958        1.0          
23.94        7.946        0.12586      4.973        1.0          
23.95        2.976        0.33604      4.988        1.0          
23.96        6.006        0.16649      5.003        1.0          
23.97        5.0          0.2          5.018        1.0          
23.98        6.068        0.16481      5.034        1.0          
23.99        2.0          0.5          5.049        1.0          
24.0         11.0         0.09091      5.065        1.0          
24.01        4.161        0.24032      5.081        1.0          
24.02        8.193        0.12206      5.096        1.0          
24.03        4.224        0.23672      5.112        1.0          
24.04        5.256        0.19025      5.128        1.0          
24.05        2.288        0.43698      5.144        1.0          
24.06        5.321        0.18794      5.16         1.0          
24.07        5.0          0.2          5.177        1.0          
24.08        7.386        0.13539      5.193        1.0          
24.09        5.0          0.2          5.209        1.0          
24.1         6.452        0.155        5.226        1.0          
24.11        4.485        0.22296      5.243        1.0          
24.12        8.519        0.11739      5.259        1.0          
24.13        4.552        0.21967      5.276        1.0          
24.14        6.0          0.16667      5.293        1.0          
24.15        5.0          0.2          5.31         1.0          
24.16        6.654        0.15028      5.327        1.0          
24.17        0.0          1.0          5.344        1.0          
24.18        5.724        0.17471      5.362        1.0          
24.19        3.759        0.26606      5.379        1.0          
24.2         7.0          0.14286      5.397        1.0          
24.21        4.829        0.20708      5.415        1.0          
24.22        7.865        0.12715      5.432        1.0          
24.23        3.9          0.25638      5.45         1.0          
24.24        6.0          0.16667      5.468        1.0          
24.25        2.973        0.3364       5.486        1.0          
24.26        6.009        0.16641      5.505        1.0          
24.27        0.046        21.84493     5.523        1.0          
24.28        8.083        0.12372      5.541        1.0          
24.29        2.12         0.47174      5.56         1.0          
24.3         6.0          0.16667      5.579        1.0          
24.31        3.0          0.33333      5.597        1.0          
24.32        7.0          0.14286      5.616        1.0          
24.33        4.0          0.25         5.635        1.0          
24.34        7.0          0.14286      5.655        1.0          
24.35        4.0          0.25         5.674        1.0          
24.36        7.0          0.14286      5.693        1.0          
24.37        5.0          0.2          5.713        1.0          
24.38        7.0          0.14286      5.732        1.0          
24.39        2.0          0.5          5.752        1.0          
24.4         7.0          0.14286      5.772        1.0          
24.41        5.584        0.17908      5.792        1.0          
24.42        7.0          0.14286      5.812        1.0          
24.43        5.665        0.17652      5.833        1.0          
24.44        6.0          0.16667      5.853        1.0          
24.45        5.0          0.2          5.874        1.0          
24.46        15.0         0.06667      5.894        1.0          
24.47        4.0          0.25         5.915        1.0          
24.48        7.872        0.12703      5.936        1.0          
24.49        5.914        0.16909      5.957        1.0          
24.5         6.0          0.16667      5.978        1.0          
24.51        -1.001       1.0          6.0          1.0          
24.52        6.042        0.1655       6.021        1.0          
24.53        4.0          0.25         6.043        1.0          
24.54        8.0          0.125        6.065        1.0          
24.55        4.0          0.25         6.087        1.0          
24.56        9.217        0.10849      6.109        1.0          
24.57        5.0          0.2          6.131        1.0          
24.58        6.306        0.15857      6.153        1.0          
24.59        2.351        0.42526      6.176        1.0          
24.6         7.0          0.14286      6.198        1.0          
24.61        6.0          0.16667      6.221        1.0          
24.62        8.488        0.11781      6.244        1.0          
24.63        4.0          0.25         6.267        1.0          
24.64        7.0          0.14286      6.291        1.0          
24.65        1.0          1.0          6.314        1.0          
24.66        7.0          0.14286      6.338        1.0          
24.67        3.723        0.26861      6.361        1.0          
24.68        7.0          0.14286      6.385        1.0          
24.69        5.819        0.17186      6.409        1.0          
24.7         6.867        0.14562      6.434        1.0          
24.71        1.916        0.5219       6.458        1.0          
24.72        8.965        0.11154      6.483        1.0          
24.73        4.015        0.24908      6.507        1.0          
24.74        7.0          0.14286      6.532        1.0          
24.75        4.115        0.24303      6.557        1.0          
24.76        7.0          0.14286      6.583        1.0          
24.77        3.216        0.31094      6.608        1.0          
24.78        8.0          0.125        6.634        1.0          
24.79        5.0          0.2          6.659        1.0          
24.8         8.0          0.125        6.685        1.0          
24.81        4.423        0.22609      6.712        1.0          
24.82        8.476        0.11798      6.738        1.0          
24.83        3.0          0.33333      6.764        1.0          
24.84        11.0         0.09091      6.791        1.0          
24.85        5.0          0.2          6.818        1.0          
24.86        11.69        0.08554      6.845        1.0          
24.87        6.0          0.16667      6.872        1.0          
24.88        7.799        0.12822      6.9          1.0          
24.89        6.855        0.14589      6.927        1.0          
24.9         12.0         0.08333      6.955        1.0          
24.91        4.966        0.20135      6.983        1.0          
24.92        11.023       0.09072      7.011        1.0          
24.93        4.0          0.25         7.04         1.0          
24.94        9.0          0.11111      7.069        1.0          
24.95        3.0          0.33333      7.097        1.0          
24.96        14.0         0.07143      7.126        1.0          
24.97        3.0          0.33333      7.156        1.0          
24.98        7.37         0.13568      7.185        1.0          
24.99        7.0          0.14286      7.215        1.0          
25.0         8.489        0.11779      7.245        1.0          
25.01        7.0          0.14286      7.275        1.0          
25.02        8.0          0.125        7.305        1.0          
25.03        7.0          0.14286      7.336        1.0          
25.04        10.0         0.1          7.367        1.0          
25.05        6.795        0.14717      7.398        1.0          
25.06        8.858        0.1129       7.429        1.0          
25.07        3.92         0.25507      7.46         1.0          
25.08        7.984        0.12525      7.492        1.0          
25.09        6.0          0.16667      7.524        1.0          
25.1         8.112        0.12327      7.556        1.0          
25.11        6.0          0.16667      7.588        1.0          
25.12        8.0          0.125        7.621        1.0          
25.13        7.0          0.14286      7.654        1.0          
25.14        9.374        0.10668      7.687        1.0          
25.15        5.0          0.2          7.72         1.0          
25.16        9.508        0.10517      7.754        1.0          
25.17        4.0          0.25         7.788        1.0          
25.18        8.0          0.125        7.822        1.0          
25.19        4.0          0.25         7.857        1.0          
25.2         12.0         0.08333      7.891        1.0          
25.21        7.852        0.12735      7.926        1.0          
25.22        9.0          0.11111      7.961        1.0          
25.23        5.993        0.16685      7.997        1.0          
25.24        9.065        0.11032      8.032        1.0          
25.25        8.0          0.125        8.068        1.0          
25.26        10.209       0.09795      8.105        1.0          
25.27        5.0          0.2          8.141        1.0          
25.28        11.0         0.09091      8.178        1.0          
25.29        5.43         0.18415      8.215        1.0          
25.3         9.0          0.11111      8.253        1.0          
25.31        3.0          0.33333      8.29         1.0          
25.32        11.657       0.08579      8.328        1.0          
25.33        3.0          0.33333      8.367        1.0          
25.34        9.81         0.10193      8.405        1.0          
25.35        6.0          0.16667      8.444        1.0          
25.36        15.0         0.06667      8.483        1.0          
25.37        6.0          0.16667      8.523        1.0          
25.38        10.0         0.1          8.563        1.0          
25.39        6.0          0.16667      8.603        1.0          
25.4         9.286        0.10769      8.643        1.0          
25.41        6.368        0.15704      8.684        1.0          
25.42        13.45        0.07435      8.725        1.0          
25.43        6.0          0.16667      8.766        1.0          
25.44        10.616       0.0942       8.808        1.0          
25.45        7.7          0.12986      8.85         1.0          
25.46        10.785       0.09272      8.893        1.0          
25.47        7.0          0.14286      8.935        1.0          
25.48        11.0         0.09091      8.978        1.0          
25.49        4.044        0.2473       9.022        1.0          
25.5         11.131       0.08984      9.066        1.0          
25.51        7.22         0.13851      9.11         1.0          
25.52        12.0         0.08333      9.154        1.0          
25.53        9.0          0.11111      9.199        1.0          
25.54        12.489       0.08007      9.244        1.0          
25.55        9.0          0.11111      9.29         1.0          
25.56        16.0         0.0625       9.336        1.0          
25.57        7.765        0.12879      9.382        1.0          
25.58        10.0         0.1          9.429        1.0          
25.59        6.952        0.14384      9.476        1.0          
25.6         14.047       0.07119      9.524        1.0          
25.61        8.143        0.1228       9.572        1.0          
25.62        15.24        0.06562      9.62         1.0          
25.63        5.0          0.2          9.669        1.0          
25.64        11.0         0.09091      9.718        1.0          
25.65        9.0          0.11111      9.767        1.0          
25.66        11.634       0.08595      9.817        1.0          
25.67        3.735        0.26773      9.868        1.0          
25.68        13.837       0.07227      9.918        1.0          
25.69        8.0          0.125        9.97         1.0          
25.7         11.0         0.09091      10.021       1.0          
25.71        8.0          0.125        10.073       1.0          
25.72        11.0         0.09091      10.126       1.0          
25.73        8.0          0.125        10.179       1.0          
25.74        11.464       0.08723      10.232       1.0          
25.75        7.572        0.13206      10.286       1.0          
25.76        12.681       0.07886      10.34        1.0          
25.77        8.79         0.11376      10.395       1.0          
25.78        15.0         0.06667      10.45        1.0          
25.79        6.012        0.16632      10.506       1.0          
25.8         13.0         0.07692      10.562       1.0          
25.81        10.238       0.09767      10.619       1.0          
25.82        12.353       0.08095      10.676       1.0          
25.83        5.468        0.18288      10.734       1.0          
25.84        16.585       0.0603       10.792       1.0          
25.85        5.702        0.17538      10.851       1.0          
25.86        11.82        0.0846       10.91        1.0          
25.87        7.0          0.14286      10.97        1.0          
25.88        15.061       0.0664       11.03        1.0          
25.89        10.182       0.09821      11.091       1.0          
25.9         14.305       0.06991      11.152       1.0          
25.91        11.0         0.09091      11.214       1.0          
25.92        15.553       0.06429      11.277       1.0          
25.93        7.679        0.13022      11.34        1.0          
25.94        18.807       0.05317      11.403       1.0          
25.95        9.0          0.11111      11.467       1.0          
25.96        13.0         0.07692      11.532       1.0          
25.97        11.0         0.09091      11.597       1.0          
25.98        13.0         0.07692      11.663       1.0          
25.99        8.0          0.125        11.73        1.0          
26.0         14.594       0.06852      11.797       1.0          
26.01        9.729        0.10279      11.864       1.0          
26.02        13.0         0.07692      11.933       1.0          
26.03        7.003        0.14279      12.002       1.0          
26.04        17.0         0.05882      12.071       1.0          
26.05        8.283        0.12073      12.141       1.0          
26.06        12.424       0.08049      12.212       1.0          
26.07        12.0         0.08333      12.284       1.0          
26.08        13.711       0.07293      12.356       1.0          
26.09        11.0         0.09091      12.428       1.0          
26.1         14.0         0.07143      12.502       1.0          
26.11        7.152        0.13982      12.576       1.0          
26.12        16.0         0.0625       12.651       1.0          
26.13        11.0         0.09091      12.726       1.0          
26.14        13.0         0.07692      12.802       1.0          
26.15        6.759        0.14796      12.879       1.0          
26.16        19.0         0.05263      12.957       1.0          
26.17        9.0          0.11111      13.035       1.0          
26.18        15.229       0.06566      13.114       1.0          
26.19        5.388        0.18558      13.194       1.0          
26.2         17.55        0.05698      13.275       1.0          
26.21        13.0         0.07692      13.356       1.0          
26.22        17.0         0.05882      13.438       1.0          
26.23        10.042       0.09958      13.521       1.0          
26.24        17.0         0.05882      13.605       1.0          
26.25        13.379       0.07475      13.689       1.0          
26.26        16.0         0.0625       13.775       1.0          
26.27        12.721       0.07861      13.861       1.0          
26.28        17.0         0.05882      13.947       1.0          
26.29        10.0         0.1          14.035       1.0          
26.3         17.248       0.05798      14.124       1.0          
26.31        9.0          0.11111      14.213       1.0          
26.32        17.0         0.05882      14.303       1.0          
26.33        12.0         0.08333      14.395       1.0          
26.34        14.973       0.06679      14.487       1.0          
26.35        13.159       0.07599      14.58        1.0          
26.36        16.0         0.0625       14.673       1.0          
26.37        11.0         0.09091      14.768       1.0          
26.38        15.0         0.06667      14.864       1.0          
26.39        11.0         0.09091      14.96        1.0          
26.4         21.0         0.04762      15.058       1.0          
26.41        8.313        0.1203       15.156       1.0          
26.42        19.0         0.05263      15.256       1.0          
26.43        14.0         0.07143      15.356       1.0          
26.44        16.915       0.05912      15.458       1.0          
26.45        14.12        0.07082      15.56        1.0          
26.46        17.0         0.05882      15.663       1.0          
26.47        9.536        0.10487      15.768       1.0          
26.48        20.0         0.05         15.873       1.0          
26.49        9.96         0.10041      15.98        1.0          
26.5         21.175       0.04723      16.087       1.0          
26.51        14.0         0.07143      16.196       1.0          
26.52        17.0         0.05882      16.306       1.0          
26.53        14.0         0.07143      16.416       1.0          
26.54        22.057       0.04534      16.528       1.0          
26.55        10.283       0.09725      16.641       1.0          
26.56        19.511       0.05125      16.756       1.0          
26.57        12.742       0.07848      16.871       1.0          
26.58        18.975       0.0527       16.987       1.0          
26.59        12.0         0.08333      17.105       1.0          
26.6         18.447       0.05421      17.224       1.0          
26.61        16.687       0.05993      17.344       1.0          
26.62        27.0         0.03704      17.465       1.0          
26.63        15.175       0.0659       17.587       1.0          
26.64        20.422       0.04897      17.711       1.0          
26.65        11.672       0.08568      17.836       1.0          
26.66        19.924       0.05019      17.962       1.0          
26.67        13.179       0.07588      18.09        1.0          
26.68        19.437       0.05145      18.218       1.0          
26.69        13.697       0.07301      18.348       1.0          
26.7         19.959       0.0501       18.48        1.0          
26.71        16.0         0.0625       18.612       1.0          
26.72        20.493       0.0488       18.746       1.0          
26.73        17.0         0.05882      18.882       1.0          
26.74        24.037       0.0416       19.019       1.0          
26.75        16.314       0.0613       19.157       1.0          
26.76        20.0         0.05         19.297       1.0          
26.77        14.875       0.06723      19.438       1.0          
26.78        27.16        0.03682      19.58        1.0          
26.79        15.448       0.06473      19.724       1.0          
26.8         20.739       0.04822      19.869       1.0          
26.81        11.0         0.09091      20.016       1.0          
26.82        20.329       0.04919      20.165       1.0          
26.83        12.629       0.07918      20.315       1.0          
26.84        21.932       0.0456       20.466       1.0          
26.85        20.238       0.04941      20.619       1.0          
26.86        21.0         0.04762      20.774       1.0          
26.87        17.86        0.05599      20.93        1.0          
26.88        27.0         0.03704      21.088       1.0          
26.89        18.0         0.05556      21.247       1.0          
26.9         22.816       0.04383      21.408       1.0          
26.91        19.141       0.05224      21.571       1.0          
26.92        28.47        0.03512      21.735       1.0          
26.93        15.802       0.06328      21.901       1.0          
26.94        24.0         0.04167      22.069       1.0          
26.95        14.476       0.06908      22.238       1.0          
26.96        26.0         0.03846      22.409       1.0          
26.97        20.164       0.04959      22.582       1.0          
26.98        25.514       0.03919      22.757       1.0          
26.99        21.0         0.04762      22.933       1.0          
27.0         25.0         0.04         23.111       1.0          
27.01        22.0         0.04545      23.292       1.0          
27.02        27.0         0.03704      23.473       1.0          
27.03        16.0         0.0625       23.657       1.0          
27.04        27.686       0.03612      23.843       1.0          
27.05        24.0         0.04167      24.03        1.0          
27.06        25.0         0.04         24.22        1.0          
27.07        17.822       0.05611      24.411       1.0          
27.08        25.0         0.04         24.604       1.0          
27.09        18.599       0.05377      24.799       1.0          
27.1         30.0         0.03333      24.997       1.0          
27.11        25.0         0.04         25.196       1.0          
27.12        31.0         0.03226      25.397       1.0          
27.13        23.0         0.04348      25.6         1.0          
27.14        28.61        0.03495      25.805       1.0          
27.15        24.025       0.04162      26.012       1.0          
27.16        30.0         0.03333      26.222       1.0          
27.17        25.0         0.04         26.433       1.0          
27.18        27.293       0.03664      26.646       1.0          
27.19        25.724       0.03887      26.862       1.0          
27.2         34.0         0.02941      27.08        1.0          
27.21        24.599       0.04065      27.299       1.0          
27.22        30.0         0.03333      27.521       1.0          
27.23        13.49        0.07413      27.745       1.0          
27.24        28.943       0.03455      27.971       1.0          
27.25        24.0         0.04167      28.2         1.0          
27.26        35.0         0.02857      28.43        1.0          
27.27        27.0         0.03704      28.663       1.0          
27.28        31.0         0.03226      28.898       1.0          
27.29        28.271       0.03537      29.135       1.0          
27.3         34.0         0.02941      29.375       1.0          
27.31        28.233       0.03542      29.616       1.0          
27.32        34.0         0.02941      29.86        1.0          
27.33        26.0         0.03846      30.106       1.0          
27.34        31.0         0.03226      30.355       1.0          
27.35        23.211       0.04308      30.606       1.0          
27.36        31.0         0.03226      30.858       1.0          
27.37        29.0         0.03448      31.114       1.0          
27.38        31.742       0.0315       31.371       1.0          
27.39        31.0         0.03226      31.631       1.0          
27.4         36.786       0.02718      31.893       1.0          
27.41        29.315       0.03411      32.157       1.0          
27.42        35.848       0.0279       32.424       1.0          
27.43        32.386       0.03088      32.693       1.0          
27.44        38.928       0.02569      32.964       1.0          
27.45        27.475       0.0364       33.238       1.0          
27.46        41.0         0.02439      33.513       1.0          
27.47        30.0         0.03333      33.791       1.0          
27.48        40.0         0.025        34.071       1.0          
27.49        33.708       0.02967      34.354       1.0          
27.5         36.0         0.02778      34.639       1.0          
27.51        32.0         0.03125      34.926       1.0          
27.52        37.43        0.02672      35.215       1.0          
27.53        33.012       0.03029      35.506       1.0          
27.54        52.0         0.01923      35.8         1.0          
27.55        29.191       0.03426      36.095       1.0          
27.56        40.786       0.02452      36.393       1.0          
27.57        32.0         0.03125      36.693       1.0          
27.58        44.0         0.02273      36.995       1.0          
27.59        33.599       0.02976      37.299       1.0          
27.6         42.0         0.02381      37.605       1.0          
27.61        33.0         0.0303       37.914       1.0          
27.62        41.0         0.02439      38.224       1.0          
27.63        29.0         0.03448      38.536       1.0          
27.64        43.7         0.02288      38.85        1.0          
27.65        30.0         0.03333      39.166       1.0          
27.66        53.0         0.01887      39.483       1.0          
27.67        39.0         0.02564      39.803       1.0          
27.68        42.248       0.02367      40.124       1.0          
27.69        35.894       0.02786      40.447       1.0          
27.7         49.543       0.02018      40.772       1.0          
27.71        30.0         0.03333      41.098       1.0          
27.72        42.0         0.02381      41.426       1.0          
27.73        35.509       0.02816      41.755       1.0          
27.74        44.17        0.02264      42.085       1.0          
27.75        34.0         0.02941      42.417       1.0          
27.76        49.0         0.02041      42.75        1.0          
27.77        37.169       0.0269       43.085       1.0          
27.78        51.84        0.01929      43.42        1.0          
27.79        33.513       0.02984      43.757       1.0          
27.8         57.188       0.01749      44.094       1.0          
27.81        44.0         0.02273      44.433       1.0          
27.82        49.0         0.02041      44.772       1.0          
27.83        43.0         0.02326      45.112       1.0          
27.84        50.904       0.01964      45.452       1.0          
27.85        43.0         0.02326      45.793       1.0          
27.86        48.0         0.02083      46.135       1.0          
27.87        42.953       0.02328      46.476       1.0          
27.88        54.0         0.01852      46.818       1.0          
27.89        45.321       0.02206      47.16        1.0          
27.9         55.0         0.01818      47.502       1.0          
27.91        41.689       0.02399      47.844       1.0          
27.92        48.372       0.02067      48.186       1.0          
27.93        44.054       0.0227       48.527       1.0          
27.94        51.736       0.01933      48.868       1.0          
27.95        41.416       0.02415      49.208       1.0          
27.96        50.094       0.01996      49.547       1.0          
27.97        43.0         0.02326      49.885       1.0          
27.98        55.445       0.01804      50.223       1.0          
27.99        48.0         0.02083      50.559       1.0          
28.0         51.0         0.01961      50.893       1.0          
28.01        43.453       0.02301      51.227       1.0          
28.02        55.116       0.01814      51.558       1.0          
28.03        33.776       0.02961      51.888       1.0          
28.04        56.431       0.01772      52.215       1.0          
28.05        46.082       0.0217       52.541       1.0          
28.06        59.729       0.01674      52.864       1.0          
28.07        50.37        0.01985      53.185       1.0          
28.08        56.0         0.01786      53.503       1.0          
28.09        37.0         0.02703      53.819       1.0          
28.1         56.262       0.01777      54.131       1.0          
28.11        45.88        0.0218       54.44        1.0          
28.12        62.491       0.016        54.746       1.0          
28.13        54.096       0.01849      55.048       1.0          
