x            y_obs        weight       y_calc       y_bkg        
48.46        24.436       0.04092      17.218       1.0          
48.47        14.199       0.07043      17.1         1.0          
48.48        19.0         0.05263      16.982       1.0          
48.49        12.73        0.07856      16.865       1.0          
48.5         19.0         0.05263      16.748       1.0          
48.51        14.265       0.0701       16.633       1.0          
48.52        24.0         0.04167      16.518       1.0          
48.53        11.0         0.09091      16.404       1.0          
48.54        16.58        0.06031      16.29        1.0          
48.55        15.355       0.06512      16.178       1.0          
48.56        17.131       0.05837      16.066       1.0          
48.57        11.0         0.09091      15.955       1.0          
48.58        22.689       0.04408      15.844       1.0          
48.59        13.0         0.07692      15.735       1.0          
48.6         22.0         0.04545      15.626       1.0          
48.61        9.0          0.11111      15.518       1.0          
48.62        22.822       0.04382      15.411       1.0          
48.63        9.0          0.11111      15.305       1.0          
48.64        19.0         0.05263      15.199       1.0          
48.65        15.0         0.06667      15.095       1.0          
48.66        16.982       0.05889      14.991       1.0          
48.67        11.776       0.08492      14.888       1.0          
48.68        19.571       0.05109      14.786       1.0          
48.69        7.0          0.14286      14.684       1.0          
48.7         19.0         0.05263      14.584       1.0          
48.71        11.968       0.08355      14.484       1.0          
48.72        19.0         0.05263      14.385       1.0          
48.73        12.0         0.08333      14.287       1.0          
48.74        16.38        0.06105      14.19        1.0          
48.75        9.188        0.10884      14.094       1.0          
48.76        19.0         0.05263      13.998       1.0          
48.77        8.807        0.11354      13.904       1.0          
48.78        16.0         0.0625       13.81        1.0          
48.79        10.433       0.09585      13.717       1.0          
48.8         16.0         0.0625       13.624       1.0          
48.81        12.0         0.08333      13.533       1.0          
48.82        17.885       0.05591      13.443       1.0          
48.83        12.705       0.07871      13.353       1.0          
48.84        19.528       0.05121      13.264       1.0          
48.85        13.0         0.07692      13.176       1.0          
48.86        14.0         0.07143      13.088       1.0          
48.87        11.004       0.09088      13.002       1.0          
48.88        16.832       0.05941      12.916       1.0          
48.89        11.0         0.09091      12.831       1.0          
48.9         15.494       0.06454      12.747       1.0          
48.91        11.327       0.08828      12.664       1.0          
48.92        16.0         0.0625       12.581       1.0          
48.93        11.0         0.09091      12.499       1.0          
48.94        12.837       0.0779       12.418       1.0          
48.95        8.0          0.125        12.338       1.0          
48.96        17.517       0.05709      12.259       1.0          
48.97        9.0          0.11111      12.18        1.0          
48.98        14.0         0.07143      12.102       1.0          
48.99        7.049        0.14186      12.025       1.0          
49.0         14.0         0.07143      11.948       1.0          
49.01        6.745        0.14826      11.872       1.0          
49.02        18.0         0.05556      11.797       1.0          
49.03        5.446        0.18361      11.723       1.0          
49.04        15.0         0.06667      11.65        1.0          
49.05        7.0          0.14286      11.577       1.0          
49.06        13.01        0.07687      11.505       1.0          
49.07        6.867        0.14563      11.433       1.0          
49.08        14.0         0.07143      11.363       1.0          
49.09        10.0         0.1          11.293       1.0          
49.1         13.0         0.07692      11.223       1.0          
49.11        10.31        0.097        11.155       1.0          
49.12        14.0         0.07143      11.087       1.0          
49.13        9.0          0.11111      11.02        1.0          
49.14        13.0         0.07692      10.953       1.0          
49.15        9.774        0.10231      10.887       1.0          
49.16        11.644       0.08588      10.822       1.0          
49.17        9.0          0.11111      10.757       1.0          
49.18        15.387       0.06499      10.693       1.0          
49.19        9.0          0.11111      10.63        1.0          
49.2         11.0         0.09091      10.567       1.0          
49.21        10.0         0.1          10.505       1.0          
49.22        11.0         0.09091      10.444       1.0          
49.23        0.767        1.30454      10.383       1.0          
49.24        11.0         0.09091      10.323       1.0          
49.25        8.0          0.125        10.264       1.0          
49.26        15.409       0.0649       10.205       1.0          
49.27        6.0          0.16667      10.146       1.0          
49.28        14.0         0.07143      10.088       1.0          
49.29        10.0         0.1          10.031       1.0          
49.3         12.0         0.08333      9.975        1.0          
49.31        8.837        0.11316      9.919        1.0          
49.32        11.0         0.09091      9.863        1.0          
49.33        9.0          0.11111      9.808        1.0          
49.34        10.0         0.1          9.754        1.0          
49.35        8.0          0.125        9.7          1.0          
49.36        11.294       0.08854      9.647        1.0          
49.37        7.189        0.13911      9.594        1.0          
49.38        12.0         0.08333      9.542        1.0          
49.39        4.0          0.25         9.491        1.0          
49.4         9.879        0.10122      9.44         1.0          
49.41        7.778        0.12857      9.389        1.0          
49.42        10.678       0.09365      9.339        1.0          
49.43        7.0          0.14286      9.289        1.0          
49.44        10.0         0.1          9.24         1.0          
49.45        3.384        0.29553      9.192        1.0          
49.46        10.288       0.0972       9.144        1.0          
49.47        4.193        0.23851      9.096        1.0          
49.48        13.0         0.07692      9.049        1.0          
49.49        8.006        0.12491      9.003        1.0          
49.5         9.913        0.10087      8.957        1.0          
49.51        8.822        0.11335      8.911        1.0          
49.52        9.0          0.11111      8.866        1.0          
49.53        6.643        0.15054      8.821        1.0          
49.54        11.554       0.08655      8.777        1.0          
49.55        6.0          0.16667      8.733        1.0          
49.56        14.0         0.07143      8.69         1.0          
49.57        8.0          0.125        8.647        1.0          
49.58        13.0         0.07692      8.605        1.0          
49.59        4.126        0.24239      8.563        1.0          
49.6         10.042       0.09958      8.521        1.0          
49.61        7.0          0.14286      8.48         1.0          
49.62        14.0         0.07143      8.439        1.0          
49.63        6.798        0.1471       8.399        1.0          
49.64        14.718       0.06794      8.359        1.0          
49.65        5.0          0.2          8.32         1.0          
49.66        10.561       0.09468      8.281        1.0          
49.67        7.0          0.14286      8.242        1.0          
49.68        10.408       0.09608      8.204        1.0          
49.69        7.0          0.14286      8.166        1.0          
49.7         12.0         0.08333      8.129        1.0          
49.71        6.0          0.16667      8.091        1.0          
49.72        11.109       0.09001      8.055        1.0          
49.73        6.037        0.16565      8.018        1.0          
49.74        8.0          0.125        7.982        1.0          
49.75        4.0          0.25         7.947        1.0          
49.76        8.0          0.125        7.912        1.0          
49.77        6.754        0.14807      7.877        1.0          
49.78        8.685        0.11514      7.842        1.0          
49.79        6.0          0.16667      7.808        1.0          
49.8         8.549        0.11697      7.774        1.0          
49.81        6.482        0.15427      7.741        1.0          
49.82        9.0          0.11111      7.708        1.0          
49.83        7.0          0.14286      7.675        1.0          
49.84        11.0         0.09091      7.643        1.0          
49.85        2.222        0.45015      7.611        1.0          
49.86        11.158       0.08962      7.579        1.0          
49.87        6.0          0.16667      7.548        1.0          
49.88        8.0          0.125        7.517        1.0          
49.89        -2.028       1.0          7.486        1.0          
49.9         9.911        0.1009       7.455        1.0          
49.91        6.0          0.16667      7.425        1.0          
49.92        10.0         0.1          7.395        1.0          
49.93        4.0          0.25         7.366        1.0          
49.94        8.673        0.1153       7.337        1.0          
49.95        3.616        0.27658      7.308        1.0          
49.96        13.0         0.07692      7.279        1.0          
49.97        5.0          0.2          7.251        1.0          
49.98        12.446       0.08035      7.223        1.0          
49.99        6.0          0.16667      7.195        1.0          
50.0         7.335        0.13632      7.168        1.0          
50.01        6.0          0.16667      7.141        1.0          
50.02        10.0         0.1          7.114        1.0          
50.03        7.0          0.14286      7.087        1.0          
50.04        12.0         0.08333      7.061        1.0          
50.05        2.0          0.5          7.035        1.0          
50.06        8.018        0.12472      7.009        1.0          
50.07        6.0          0.16667      6.984        1.0          
50.08        7.917        0.12631      6.958        1.0          
50.09        6.0          0.16667      6.933        1.0          
50.1         7.0          0.14286      6.909        1.0          
50.11        6.0          0.16667      6.884        1.0          
50.12        9.72         0.10288      6.86         1.0          
50.13        5.672        0.17629      6.836        1.0          
50.14        10.0         0.1          6.812        1.0          
50.15        5.0          0.2          6.789        1.0          
50.16        7.0          0.14286      6.766        1.0          
50.17        3.486        0.28687      6.743        1.0          
50.18        11.0         0.09091      6.72         1.0          
50.19        4.0          0.25         6.698        1.0          
50.2         7.0          0.14286      6.676        1.0          
50.21        4.307        0.23217      6.654        1.0          
50.22        7.264        0.13767      6.632        1.0          
50.23        4.0          0.25         6.61         1.0          
50.24        7.178        0.13931      6.589        1.0          
50.25        6.0          0.16667      6.568        1.0          
50.26        10.094       0.09907      6.547        1.0          
50.27        6.053        0.1652       6.527        1.0          
50.28        8.012        0.12481      6.506        1.0          
50.29        4.0          0.25         6.486        1.0          
50.3         7.0          0.14286      6.466        1.0          
50.31        5.893        0.16971      6.446        1.0          
50.32        8.854        0.11295      6.427        1.0          
50.33        5.0          0.2          6.407        1.0          
50.34        9.0          0.11111      6.388        1.0          
50.35        6.0          0.16667      6.369        1.0          
50.36        9.701        0.10308      6.351        1.0          
50.37        3.664        0.27289      6.332        1.0          
50.38        7.628        0.1311       6.314        1.0          
50.39        6.0          0.16667      6.296        1.0          
50.4         6.556        0.15253      6.278        1.0          
50.41        6.0          0.16667      6.26         1.0          
50.42        7.0          0.14286      6.243        1.0          
50.43        2.0          0.5          6.225        1.0          
50.44        6.417        0.15584      6.208        1.0          
50.45        4.0          0.25         6.191        1.0          
50.46        7.0          0.14286      6.175        1.0          
50.47        4.316        0.23169      6.158        1.0          
50.48        7.0          0.14286      6.142        1.0          
50.49        5.0          0.2          6.126        1.0          
50.5         7.219        0.13852      6.11         1.0          
50.51        3.187        0.31373      6.094        1.0          
50.52        10.156       0.09846      6.078        1.0          
50.53        4.0          0.25         6.063        1.0          
50.54        10.095       0.09906      6.047        1.0          
50.55        4.0          0.25         6.032        1.0          
50.56        10.034       0.09966      6.017        1.0          
50.57        2.0          0.5          6.002        1.0          
50.58        6.976        0.14335      5.988        1.0          
50.59        4.0          0.25         5.973        1.0          
50.6         8.918        0.11213      5.959        1.0          
50.61        2.89         0.34601      5.945        1.0          
50.62        8.0          0.125        5.931        1.0          
50.63        3.835        0.26078      5.917        1.0          
50.64        9.0          0.11111      5.904        1.0          
50.65        5.0          0.2          5.89         1.0          
50.66        9.0          0.11111      5.877        1.0          
50.67        5.728        0.17459      5.864        1.0          
50.68        7.702        0.12984      5.851        1.0          
50.69        5.676        0.17618      5.838        1.0          
50.7         6.651        0.15036      5.825        1.0          
50.71        5.0          0.2          5.813        1.0          
50.72        13.0         0.07692      5.801        1.0          
50.73        5.577        0.17932      5.788        1.0          
50.74        6.0          0.16667      5.776        1.0          
50.75        4.0          0.25         5.764        1.0          
50.76        7.505        0.13324      5.753        1.0          
50.77        3.0          0.33333      5.741        1.0          
50.78        6.459        0.15482      5.73         1.0          
50.79        3.0          0.33333      5.718        1.0          
50.8         8.0          0.125        5.707        1.0          
50.81        5.0          0.2          5.696        1.0          
50.82        6.37         0.15698      5.685        1.0          
50.83        4.349        0.22995      5.674        1.0          
50.84        6.0          0.16667      5.664        1.0          
50.85        1.307        0.76529      5.653        1.0          
50.86        8.0          0.125        5.643        1.0          
50.87        5.0          0.2          5.633        1.0          
50.88        8.246        0.12128      5.623        1.0          
50.89        4.226        0.23665      5.613        1.0          
50.9         6.0          0.16667      5.603        1.0          
50.91        4.187        0.23884      5.593        1.0          
50.92        6.0          0.16667      5.584        1.0          
50.93        2.149        0.46533      5.575        1.0          
50.94        7.0          0.14286      5.565        1.0          
50.95        2.112        0.47342      5.556        1.0          
50.96        7.0          0.14286      5.547        1.0          
50.97        4.077        0.24531      5.538        1.0          
50.98        7.059        0.14166      5.53         1.0          
50.99        2.042        0.48975      5.521        1.0          
51.0         7.0          0.14286      5.512        1.0          
51.01        3.0          0.33333      5.504        1.0          
51.02        7.0          0.14286      5.496        1.0          
51.03        5.0          0.2          5.488        1.0          
51.04        5.96         0.1678       5.48         1.0          
51.05        0.0          1.0          5.472        1.0          
51.06        9.0          0.11111      5.464        1.0          
51.07        1.913        0.52272      5.457        1.0          
51.08        8.0          0.125        5.449        1.0          
51.09        4.883        0.20478      5.442        1.0          
51.1         6.869        0.14559      5.434        1.0          
51.11        5.0          0.2          5.427        1.0          
51.12        7.0          0.14286      5.42         1.0          
51.13        2.827        0.35377      5.413        1.0          
51.14        6.0          0.16667      5.407        1.0          
51.15        5.0          0.2          5.4          1.0          
51.16        7.787        0.12842      5.393        1.0          
51.17        1.0          1.0          5.387        1.0          
51.18        7.0          0.14286      5.381        1.0          
51.19        3.749        0.26676      5.374        1.0          
51.2         6.737        0.14844      5.368        1.0          
51.21        3.725        0.26849      5.362        1.0          
51.22        5.713        0.17504      5.356        1.0          
51.23        5.0          0.2          5.351        1.0          
51.24        5.69         0.17575      5.345        1.0          
51.25        4.0          0.25         5.339        1.0          
51.26        6.668        0.14997      5.334        1.0          
51.27        4.0          0.25         5.329        1.0          
51.28        8.0          0.125        5.324        1.0          
51.29        5.0          0.2          5.318        1.0          
51.3         7.0          0.14286      5.313        1.0          
51.31        4.617        0.21658      5.309        1.0          
51.32        6.0          0.16667      5.304        1.0          
51.33        5.0          0.2          5.299        1.0          
51.34        5.589        0.17892      5.295        1.0          
51.35        4.58         0.21833      5.29         1.0          
51.36        6.572        0.15217      5.286        1.0          
51.37        2.0          0.5          5.282        1.0          
51.38        6.555        0.15256      5.277        1.0          
51.39        2.547        0.39266      5.273        1.0          
51.4         6.539        0.15293      5.269        1.0          
51.41        3.531        0.28318      5.266        1.0          
51.42        7.0          0.14286      5.262        1.0          
51.43        1.517        0.65936      5.258        1.0          
51.44        6.0          0.16667      5.255        1.0          
51.45        1.0          1.0          5.251        1.0          
51.46        7.496        0.1334       5.248        1.0          
51.47        0.49         2.04169      5.245        1.0          
51.48        5.484        0.18236      5.242        1.0          
51.49        -1.522       1.0          5.239        1.0          
51.5         7.0          0.14286      5.236        1.0          
51.51        4.466        0.2239       5.233        1.0          
51.52        9.461        0.1057       5.23         1.0          
51.53        2.456        0.40722      5.228        1.0          
51.54        7.0          0.14286      5.225        1.0          
51.55        4.0          0.25         5.223        1.0          
51.56        11.0         0.09091      5.221        1.0          
51.57        4.0          0.25         5.218        1.0          
51.58        8.0          0.125        5.216        1.0          
51.59        1.429        0.69991      5.214        1.0          
51.6         5.425        0.18433      5.212        1.0          
51.61        4.0          0.25         5.211        1.0          
51.62        8.0          0.125        5.209        1.0          
51.63        2.415        0.41411      5.207        1.0          
51.64        5.412        0.18478      5.206        1.0          
51.65        2.409        0.41511      5.205        1.0          
51.66        5.406        0.18497      5.203        1.0          
51.67        2.0          0.5          5.202        1.0          
51.68        5.402        0.18512      5.201        1.0          
51.69        2.4          0.41671      5.2          1.0          
51.7         7.398        0.13517      5.199        1.0          
51.71        3.396        0.29444      5.198        1.0          
51.72        8.395        0.11912      5.197        1.0          
51.73        2.394        0.41777      5.197        1.0          
51.74        13.0         0.07692      5.196        1.0          
51.75        3.0          0.33333      5.196        1.0          
51.76        8.391        0.11917      5.196        1.0          
51.77        4.391        0.22776      5.195        1.0          
51.78        5.39         0.18552      5.195        1.0          
51.79        5.0          0.2          5.195        1.0          
51.8         5.39         0.18551      5.195        1.0          
51.81        2.391        0.41828      5.195        1.0          
51.82        6.0          0.16667      5.196        1.0          
51.83        3.392        0.29482      5.196        1.0          
51.84        6.0          0.16667      5.196        1.0          
51.85        4.0          0.25         5.197        1.0          
51.86        6.0          0.16667      5.198        1.0          
51.87        1.397        0.716        5.198        1.0          
51.88        7.0          0.14286      5.199        1.0          
51.89        4.4          0.22726      5.2          1.0          
51.9         6.402        0.1562       5.201        1.0          
51.91        -0.596       1.0          5.202        1.0          
51.92        8.407        0.11895      5.203        1.0          
51.93        5.0          0.2          5.205        1.0          
51.94        7.0          0.14286      5.206        1.0          
51.95        3.415        0.29279      5.208        1.0          
51.96        6.0          0.16667      5.209        1.0          
51.97        3.0          0.33333      5.211        1.0          
51.98        6.0          0.16667      5.213        1.0          
51.99        3.0          0.33333      5.215        1.0          
52.0         5.433        0.18405      5.217        1.0          
52.01        2.438        0.41025      5.219        1.0          
52.02        7.442        0.13437      5.221        1.0          
52.03        3.447        0.29015      5.223        1.0          
52.04        5.451        0.18344      5.226        1.0          
52.05        3.0          0.33333      5.228        1.0          
52.06        8.461        0.11818      5.231        1.0          
52.07        3.467        0.28845      5.233        1.0          
52.08        11.0         0.09091      5.236        1.0          
52.09        5.0          0.2          5.239        1.0          
52.1         5.484        0.18235      5.242        1.0          
52.11        5.0          0.2          5.245        1.0          
52.12        5.496        0.18193      5.248        1.0          
52.13        4.0          0.25         5.252        1.0          
52.14        7.51         0.13316      5.255        1.0          
52.15        1.0          1.0          5.258        1.0          
52.16        7.0          0.14286      5.262        1.0          
52.17        2.531        0.39507      5.266        1.0          
52.18        10.539       0.09489      5.269        1.0          
52.19        1.546        0.64665      5.273        1.0          
52.2         7.554        0.13237      5.277        1.0          
52.21        3.563        0.2807       5.281        1.0          
52.22        6.0          0.16667      5.285        1.0          
52.23        3.579        0.27938      5.29         1.0          
52.24        9.0          0.11111      5.294        1.0          
52.25        3.597        0.278        5.299        1.0          
52.26        5.606        0.17837      5.303        1.0          
52.27        1.616        0.61896      5.308        1.0          
52.28        7.0          0.14286      5.313        1.0          
52.29        5.0          0.2          5.317        1.0          
52.3         6.645        0.15049      5.322        1.0          
52.31        4.655        0.21482      5.328        1.0          
52.32        8.666        0.1154       5.333        1.0          
52.33        3.0          0.33333      5.338        1.0          
52.34        9.0          0.11111      5.343        1.0          
52.35        3.698        0.27042      5.349        1.0          
52.36        6.709        0.14905      5.355        1.0          
52.37        5.0          0.2          5.36         1.0          
52.38        5.732        0.17445      5.366        1.0          
52.39        2.744        0.36441      5.372        1.0          
52.4         6.0          0.16667      5.378        1.0          
52.41        4.769        0.20971      5.384        1.0          
52.42        7.0          0.14286      5.391        1.0          
52.43        3.0          0.33333      5.397        1.0          
52.44        7.807        0.12809      5.403        1.0          
52.45        4.82         0.20747      5.41         1.0          
52.46        6.0          0.16667      5.417        1.0          
52.47        4.847        0.20632      5.423        1.0          
52.48        7.0          0.14286      5.43         1.0          
52.49        4.875        0.20514      5.437        1.0          
52.5         5.889        0.16981      5.445        1.0          
52.51        2.0          0.5          5.452        1.0          
52.52        6.918        0.14454      5.459        1.0          
52.53        3.0          0.33333      5.467        1.0          
52.54        5.948        0.16811      5.474        1.0          
52.55        1.0          1.0          5.482        1.0          
52.56        7.98         0.12532      5.49         1.0          
52.57        5.0          0.2          5.498        1.0          
52.58        7.011        0.14262      5.506        1.0          
52.59        3.028        0.33027      5.514        1.0          
52.6         7.0          0.14286      5.522        1.0          
52.61        5.0          0.2          5.531        1.0          
52.62        9.0          0.11111      5.539        1.0          
52.63        5.0          0.2          5.548        1.0          
52.64        8.0          0.125        5.556        1.0          
52.65        3.0          0.33333      5.565        1.0          
52.66        6.0          0.16667      5.574        1.0          
52.67        5.167        0.19354      5.583        1.0          
52.68        9.185        0.10887      5.593        1.0          
52.69        4.204        0.23786      5.602        1.0          
52.7         7.223        0.13844      5.612        1.0          
52.71        4.242        0.23572      5.621        1.0          
52.72        7.0          0.14286      5.631        1.0          
52.73        5.282        0.18934      5.641        1.0          
52.74        9.0          0.11111      5.651        1.0          
52.75        3.0          0.33333      5.661        1.0          
52.76        11.0         0.09091      5.671        1.0          
52.77        4.0          0.25         5.682        1.0          
52.78        7.384        0.13543      5.692        1.0          
52.79        3.405        0.29366      5.703        1.0          
52.8         9.0          0.11111      5.713        1.0          
52.81        1.449        0.69033      5.724        1.0          
52.82        6.0          0.16667      5.735        1.0          
52.83        3.493        0.28629      5.746        1.0          
52.84        8.516        0.11743      5.758        1.0          
52.85        5.0          0.2          5.769        1.0          
52.86        6.562        0.1524       5.781        1.0          
52.87        4.0          0.25         5.792        1.0          
52.88        7.609        0.13143      5.804        1.0          
52.89        0.633        1.58091      5.816        1.0          
52.9         9.0          0.11111      5.828        1.0          
52.91        3.0          0.33333      5.841        1.0          
52.92        7.0          0.14286      5.853        1.0          
52.93        4.731        0.21136      5.866        1.0          
52.94        12.0         0.08333      5.878        1.0          
52.95        2.782        0.35943      5.891        1.0          
52.96        7.0          0.14286      5.904        1.0          
52.97        4.0          0.25         5.917        1.0          
52.98        7.0          0.14286      5.93         1.0          
52.99        2.888        0.34629      5.944        1.0          
53.0         7.915        0.12634      5.957        1.0          
53.01        4.942        0.20234      5.971        1.0          
53.02        7.97         0.12547      5.985        1.0          
53.03        5.0          0.2          5.999        1.0          
53.04        8.0          0.125        6.013        1.0          
53.05        6.0          0.16667      6.028        1.0          
53.06        9.0          0.11111      6.042        1.0          
53.07        3.113        0.32121      6.057        1.0          
53.08        10.0         0.1          6.071        1.0          
53.09        3.173        0.31518      6.086        1.0          
53.1         14.0         0.07143      6.102        1.0          
53.11        3.234        0.30926      6.117        1.0          
53.12        7.264        0.13766      6.132        1.0          
53.13        4.296        0.23279      6.148        1.0          
53.14        6.327        0.15805      6.164        1.0          
53.15        2.359        0.42389      6.18         1.0          
53.16        9.0          0.11111      6.196        1.0          
53.17        6.0          0.16667      6.212        1.0          
53.18        7.0          0.14286      6.228        1.0          
53.19        3.0          0.33333      6.245        1.0          
53.2         7.524        0.13292      6.262        1.0          
53.21        3.0          0.33333      6.279        1.0          
53.22        9.592        0.10426      6.296        1.0          
53.23        5.626        0.17773      6.313        1.0          
53.24        9.661        0.1035       6.331        1.0          
53.25        4.0          0.25         6.348        1.0          
53.26        10.0         0.1          6.366        1.0          
53.27        6.0          0.16667      6.384        1.0          
53.28        10.0         0.1          6.403        1.0          
53.29        3.842        0.26029      6.421        1.0          
53.3         9.879        0.10122      6.44         1.0          
53.31        5.917        0.16901      6.458        1.0          
53.32        9.0          0.11111      6.477        1.0          
53.33        4.0          0.25         6.497        1.0          
53.34        8.0          0.125        6.516        1.0          
53.35        4.0          0.25         6.535        1.0          
53.36        8.0          0.125        6.555        1.0          
53.37        6.0          0.16667      6.575        1.0          
53.38        8.0          0.125        6.595        1.0          
53.39        6.232        0.16047      6.616        1.0          
53.4         8.0          0.125        6.636        1.0          
53.41        6.314        0.15837      6.657        1.0          
53.42        9.356        0.10688      6.678        1.0          
53.43        3.0          0.33333      6.699        1.0          
53.44        10.0         0.1          6.721        1.0          
53.45        5.485        0.18233      6.742        1.0          
53.46        7.0          0.14286      6.764        1.0          
53.47        6.573        0.15215      6.786        1.0          
53.48        8.617        0.11605      6.809        1.0          
53.49        3.0          0.33333      6.831        1.0          
53.5         10.708       0.09339      6.854        1.0          
53.51        4.753        0.21037      6.877        1.0          
53.52        7.0          0.14286      6.9          1.0          
53.53        6.0          0.16667      6.923        1.0          
53.54        9.894        0.10107      6.947        1.0          
53.55        5.942        0.1683       6.971        1.0          
53.56        10.99        0.09099      6.995        1.0          
53.57        7.0          0.14286      7.019        1.0          
53.58        8.088        0.12364      7.044        1.0          
53.59        4.137        0.2417       7.069        1.0          
53.6         11.0         0.09091      7.094        1.0          
53.61        4.0          0.25         7.119        1.0          
53.62        9.0          0.11111      7.145        1.0          
53.63        5.0          0.2          7.17         1.0          
53.64        9.0          0.11111      7.197        1.0          
53.65        3.446        0.29022      7.223        1.0          
53.66        8.0          0.125        7.249        1.0          
53.67        4.553        0.21966      7.276        1.0          
53.68        8.0          0.125        7.303        1.0          
53.69        5.0          0.2          7.331        1.0          
53.7         8.717        0.11472      7.358        1.0          
53.71        6.773        0.14765      7.386        1.0          
53.72        7.829        0.12773      7.414        1.0          
53.73        6.886        0.14522      7.443        1.0          
53.74        13.0         0.07692      7.472        1.0          
53.75        6.0          0.16667      7.501        1.0          
53.76        8.0          0.125        7.53         1.0          
53.77        2.119        0.47187      7.56         1.0          
53.78        8.0          0.125        7.589        1.0          
53.79        4.0          0.25         7.62         1.0          
53.8         9.3          0.10752      7.65         1.0          
53.81        6.0          0.16667      7.681        1.0          
53.82        8.0          0.125        7.712        1.0          
53.83        4.487        0.22288      7.743        1.0          
53.84        9.55         0.10471      7.775        1.0          
53.85        7.614        0.13134      7.807        1.0          
53.86        11.679       0.08563      7.839        1.0          
53.87        7.0          0.14286      7.872        1.0          
53.88        10.0         0.1          7.905        1.0          
53.89        3.0          0.33333      7.938        1.0          
53.9         11.0         0.09091      7.972        1.0          
53.91        6.011        0.16636      8.006        1.0          
53.92        8.08         0.12377      8.04         1.0          
53.93        6.0          0.16667      8.074        1.0          
53.94        8.218        0.12168      8.109        1.0          
53.95        6.0          0.16667      8.144        1.0          
53.96        12.0         0.08333      8.18         1.0          
53.97        6.0          0.16667      8.216        1.0          
53.98        10.505       0.0952       8.252        1.0          
53.99        4.0          0.25         8.289        1.0          
54.0         8.652        0.11558      8.326        1.0          
54.01        5.727        0.17463      8.363        1.0          
54.02        13.802       0.07245      8.401        1.0          
54.03        5.878        0.17012      8.439        1.0          
54.04        9.955        0.10045      8.478        1.0          
54.05        7.033        0.14219      8.516        1.0          
54.06        11.0         0.09091      8.556        1.0          
54.07        8.19         0.12209      8.595        1.0          
54.08        9.27         0.10787      8.635        1.0          
54.09        7.351        0.13603      8.676        1.0          
54.1         10.433       0.09585      8.716        1.0          
54.11        8.515        0.11744      8.757        1.0          
54.12        9.598        0.10419      8.799        1.0          
54.13        8.0          0.125        8.841        1.0          
54.14        9.0          0.11111      8.883        1.0          
54.15        8.0          0.125        8.926        1.0          
54.16        12.0         0.08333      8.969        1.0          
54.17        6.0          0.16667      9.013        1.0          
54.18        11.114       0.08997      9.057        1.0          
54.19        8.203        0.1219       9.102        1.0          
54.2         11.0         0.09091      9.147        1.0          
54.21        4.384        0.22811      9.192        1.0          
54.22        15.0         0.06667      9.238        1.0          
54.23        6.568        0.15225      9.284        1.0          
54.24        13.661       0.0732       9.331        1.0          
54.25        8.0          0.125        9.378        1.0          
54.26        9.851        0.10151      9.426        1.0          
54.27        7.947        0.12583      9.474        1.0          
54.28        12.044       0.08303      9.522        1.0          
54.29        9.142        0.10938      9.571        1.0          
54.3         10.241       0.09764      9.621        1.0          
54.31        6.341        0.15769      9.671        1.0          
54.32        14.442       0.06924      9.721        1.0          
54.33        8.0          0.125        9.772        1.0          
54.34        13.0         0.07692      9.824        1.0          
54.35        8.751        0.11427      9.876        1.0          
54.36        11.0         0.09091      9.928        1.0          
54.37        8.962        0.11158      9.981        1.0          
54.38        12.0         0.08333      10.035       1.0          
54.39        7.177        0.13933      10.089       1.0          
54.4         12.0         0.08333      10.143       1.0          
54.41        9.0          0.11111      10.198       1.0          
54.42        12.508       0.07995      10.254       1.0          
54.43        8.62         0.116        10.31        1.0          
54.44        12.734       0.07853      10.367       1.0          
54.45        8.848        0.11302      10.424       1.0          
54.46        17.0         0.05882      10.482       1.0          
54.47        9.0          0.11111      10.54        1.0          
54.48        13.199       0.07576      10.599       1.0          
54.49        8.0          0.125        10.659       1.0          
54.5         16.438       0.06083      10.719       1.0          
54.51        8.0          0.125        10.78        1.0          
54.52        13.0         0.07692      10.841       1.0          
54.53        9.806        0.10198      10.903       1.0          
54.54        11.931       0.08382      10.965       1.0          
54.55        7.057        0.14171      11.028       1.0          
54.56        21.0         0.04762      11.092       1.0          
54.57        11.0         0.09091      11.156       1.0          
54.58        12.443       0.08037      11.221       1.0          
54.59        5.574        0.17942      11.287       1.0          
54.6         12.706       0.0787       11.353       1.0          
54.61        11.0         0.09091      11.42        1.0          
54.62        15.974       0.0626       11.487       1.0          
54.63        11.0         0.09091      11.555       1.0          
54.64        13.248       0.07548      11.624       1.0          
54.65        11.387       0.08782      11.693       1.0          
54.66        14.527       0.06884      11.763       1.0          
54.67        11.0         0.09091      11.834       1.0          
54.68        13.811       0.0724       11.906       1.0          
54.69        11.0         0.09091      11.978       1.0          
54.7         12.101       0.08264      12.05        1.0          
54.71        11.0         0.09091      12.124       1.0          
54.72        13.0         0.07692      12.198       1.0          
54.73        10.546       0.09483      12.273       1.0          
54.74        14.697       0.06804      12.348       1.0          
54.75        11.849       0.08439      12.425       1.0          
54.76        14.0         0.07143      12.502       1.0          
54.77        12.0         0.08333      12.579       1.0          
54.78        17.0         0.05882      12.658       1.0          
54.79        4.474        0.22354      12.737       1.0          
54.8         15.633       0.06397      12.817       1.0          
54.81        12.0         0.08333      12.897       1.0          
54.82        13.957       0.07165      12.979       1.0          
54.83        12.0         0.08333      13.061       1.0          
54.84        21.0         0.04762      13.143       1.0          
54.85        8.0          0.125        13.227       1.0          
